Timestamp,car-id,car-type,gate-name
06/05/2016 08:43,20163106083119-771,3,general-gate2
06/05/2016 08:47,20163106083119-771,3,general-gate0
06/05/2016 08:48,20160006080016-374,3,general-gate4
06/05/2016 08:49,20164006084004-327,2,general-gate5
06/05/2016 08:55,20163106083119-771,3,camping1
06/05/2016 08:56,20160006080016-374,3,general-gate7
06/05/2016 09:01,20164006084004-327,2,general-gate2
06/05/2016 09:04,20164006084004-327,2,ranger-stop0
06/05/2016 09:07,20164006084004-327,2,ranger-stop2
06/05/2016 09:10,20164006084004-327,2,general-gate1
06/05/2016 09:12,20160006080016-374,3,camping3
06/05/2016 09:12,20160006080016-374,3,camping3
06/05/2016 09:21,20164006084004-327,2,general-gate4
06/05/2016 09:28,20160006080016-374,3,general-gate7
06/05/2016 09:28,20164006084004-327,2,general-gate7
06/05/2016 09:28,20162806092859-620,2,entrance3
06/05/2016 09:36,20160006080016-374,3,general-gate4
06/05/2016 09:37,20164006084004-327,2,camping4
06/05/2016 09:38,20163806093805-983,1,entrance1
06/05/2016 09:47,20162806092859-620,2,general-gate1
06/05/2016 09:49,20160006080016-374,3,general-gate1
06/05/2016 09:50,20162806092859-620,2,ranger-stop2
06/05/2016 09:52,20163806093805-983,1,camping0
06/05/2016 09:52,20160006080016-374,3,ranger-stop2
06/05/2016 09:52,20162806092859-620,2,ranger-stop0
06/05/2016 09:55,20160006080016-374,3,ranger-stop0
06/05/2016 09:55,20162806092859-620,2,general-gate2
06/05/2016 09:59,20160006080016-374,3,general-gate2
06/05/2016 10:14,20162806092859-620,2,camping8
06/05/2016 10:22,20160006080016-374,3,entrance2
06/05/2016 10:25,20162506102549-845,1,entrance2
06/05/2016 10:27,20162706102701-37,3,entrance0
06/05/2016 10:40,20164006104039-266,3,entrance2
06/05/2016 10:40,20162706102701-37,3,general-gate4
06/05/2016 10:43,20162506102549-845,1,general-gate2
06/05/2016 10:46,20162506102549-845,1,ranger-stop0
06/05/2016 10:48,20162706102701-37,3,general-gate7
06/05/2016 10:49,20162506102549-845,1,ranger-stop2
06/05/2016 10:51,20162506102549-845,1,general-gate1
06/05/2016 10:59,20162706102701-37,3,camping4
06/05/2016 11:00,20163106083119-771,3,camping1
06/05/2016 11:00,20164006104039-266,3,general-gate2
06/05/2016 11:01,20162506102549-845,1,general-gate4
06/05/2016 11:03,20164006104039-266,3,ranger-stop0
06/05/2016 11:06,20164006104039-266,3,ranger-stop2
06/05/2016 11:08,20162506102549-845,1,general-gate7
06/05/2016 11:08,20163106083119-771,3,general-gate0
06/05/2016 11:09,20164006104039-266,3,general-gate1
06/05/2016 11:12,20163106083119-771,3,general-gate2
06/05/2016 11:15,20163106083119-771,3,ranger-stop0
06/05/2016 11:17,20162506102549-845,1,camping5
06/05/2016 11:18,20161806111837-316,2,entrance1
06/05/2016 11:19,20163106083119-771,3,ranger-stop2
06/05/2016 11:20,20164006104039-266,3,general-gate4
06/05/2016 11:22,20163106083119-771,3,general-gate1
06/05/2016 11:24,20162406112415-657,1,entrance4
06/05/2016 11:26,20162406112415-657,1,camping6
06/05/2016 11:27,20164006104039-266,3,general-gate7
06/05/2016 11:31,20161806111837-316,2,general-gate7
06/05/2016 11:34,20161405101442-940,2,camping4
06/05/2016 11:34,20163106083119-771,3,general-gate4
06/05/2016 11:37,20164006104039-266,3,camping5
06/05/2016 11:42,20163106083119-771,3,general-gate7
06/05/2016 11:45,20161405101442-940,2,general-gate7
06/05/2016 11:46,20161806111837-316,2,entrance3
06/05/2016 11:53,20161405101442-940,2,general-gate4
06/05/2016 11:57,20163106083119-771,3,entrance1
06/05/2016 12:00,20160006060043-603,2,camping3
06/05/2016 12:01,20162701122721-624,3,camping7
06/05/2016 12:06,20161405101442-940,2,general-gate1
06/05/2016 12:09,20161405101442-940,2,ranger-stop2
06/05/2016 12:11,20162701122721-624,3,general-gate6
06/05/2016 12:12,20160006060043-603,2,general-gate7
06/05/2016 12:13,20161405101442-940,2,ranger-stop0
06/05/2016 12:16,20162701122721-624,3,general-gate5
06/05/2016 12:16,20161405101442-940,2,general-gate2
06/05/2016 12:19,20160006060043-603,2,general-gate4
06/05/2016 12:29,20162701122721-624,3,general-gate2
06/05/2016 12:30,20160006060043-603,2,general-gate1
06/05/2016 12:32,20160006060043-603,2,ranger-stop2
06/05/2016 12:33,20162701122721-624,3,ranger-stop0
06/05/2016 12:35,20163506123514-952,2P,ranger-base
06/05/2016 12:35,20160006060043-603,2,ranger-stop0
06/05/2016 12:36,20163506123514-952,2P,gate8
06/05/2016 12:37,20162701122721-624,3,ranger-stop2
06/05/2016 12:38,20160006060043-603,2,general-gate2
06/05/2016 12:40,20161405101442-940,2,entrance2
06/05/2016 12:40,20162701122721-624,3,general-gate1
06/05/2016 12:41,20163506123514-952,2P,gate5
06/05/2016 12:41,20163506123514-952,2P,ranger-stop6
06/05/2016 12:42,20163506123514-952,2P,gate6
06/05/2016 12:49,20160006060043-603,2,general-gate5
06/05/2016 12:56,20165606125656-970,2P,ranger-base
06/05/2016 12:57,20163506123514-952,2P,gate7
06/05/2016 12:58,20163506123514-952,2P,ranger-stop7
06/05/2016 12:58,20165606125656-970,2P,gate8
06/05/2016 12:59,20160006060043-603,2,entrance4
06/05/2016 13:03,20163506123514-952,2P,ranger-stop7
06/05/2016 13:03,20160306010354-831,2,entrance3
06/05/2016 13:04,20163506123514-952,2P,gate7
06/05/2016 13:04,20162701122721-624,3,entrance3
06/05/2016 13:05,20160506010551-430,1,entrance2
06/05/2016 13:07,20165606125656-970,2P,general-gate5
06/05/2016 13:10,20163506123514-952,2P,general-gate7
06/05/2016 13:11,20161106011142-596,2,entrance2
06/05/2016 13:18,20165606125656-970,2P,general-gate2
06/05/2016 13:19,20160306010354-831,2,general-gate7
06/05/2016 13:19,20163506123514-952,2P,camping4
06/05/2016 13:21,20160506010551-430,1,camping1
06/05/2016 13:21,20160506010551-430,1,camping1
06/05/2016 13:21,20165606125656-970,2P,ranger-stop0
06/05/2016 13:23,20165606125656-970,2P,ranger-stop0
06/05/2016 13:23,20161106011142-596,2,general-gate6
06/05/2016 13:26,20165606125656-970,2P,ranger-stop2
06/05/2016 13:27,20160506010551-430,1,general-gate0
06/05/2016 13:28,20165606125656-970,2P,general-gate1
06/05/2016 13:30,20162204092243-393,2,camping7
06/05/2016 13:31,20160506010551-430,1,general-gate2
06/05/2016 13:31,20161106011142-596,2,camping7
06/05/2016 13:34,20160506010551-430,1,ranger-stop0
06/05/2016 13:37,20160506010551-430,1,ranger-stop2
06/05/2016 13:37,20160306010354-831,2,camping2
06/05/2016 13:37,20162204092243-393,2,general-gate6
06/05/2016 13:39,20165606125656-970,2P,general-gate4
06/05/2016 13:39,20160506010551-430,1,general-gate1
06/05/2016 13:45,20165606125656-970,2P,general-gate7
06/05/2016 13:48,20163506123514-952,2P,camping4
06/05/2016 13:49,20162204092243-393,2,entrance2
06/05/2016 13:56,20163506123514-952,2P,general-gate7
06/05/2016 13:57,20165606125656-970,2P,ranger-stop4
06/05/2016 13:58,20160506010551-430,1,entrance3
06/05/2016 14:08,20163506123514-952,2P,gate6
06/05/2016 14:09,20163506123514-952,2P,ranger-stop6
06/05/2016 14:24,20163506123514-952,2P,ranger-stop6
06/05/2016 14:25,20163506123514-952,2P,gate5
06/05/2016 14:29,20163506123514-952,2P,gate8
06/05/2016 14:31,20163506123514-952,2P,ranger-base
06/05/2016 14:39,20165001065044-854,2,camping7
06/05/2016 14:40,20165606125656-970,2P,ranger-stop4
06/05/2016 14:44,20164406024445-391,4,entrance1
06/05/2016 14:47,20165001065044-854,2,general-gate6
06/05/2016 14:48,20164806024842-247,1,entrance3
06/05/2016 14:48,20164806024852-900,1,entrance3
06/05/2016 14:52,20165606125656-970,2P,general-gate7
06/05/2016 14:56,20164406024445-391,4,general-gate7
06/05/2016 15:00,20165001065044-854,2,entrance2
06/05/2016 15:02,20160206030201-287,2P,ranger-base
06/05/2016 15:03,20164406024445-391,4,general-gate4
06/05/2016 15:03,20160206030201-287,2P,gate8
06/05/2016 15:04,20164806024852-900,1,general-gate7
06/05/2016 15:06,20165606125656-970,2P,gate2
06/05/2016 15:06,20164806024842-247,1,general-gate1
06/05/2016 15:09,20164806024842-247,1,ranger-stop2
06/05/2016 15:09,20160206030201-287,2P,gate5
06/05/2016 15:10,20165606125656-970,2P,ranger-stop1
06/05/2016 15:10,20160206030201-287,2P,ranger-stop6
06/05/2016 15:12,20164806024842-247,1,ranger-stop0
06/05/2016 15:14,20164406024445-391,4,entrance0
06/05/2016 15:14,20164806024842-247,1,general-gate2
06/05/2016 15:24,20164806024852-900,1,camping2
06/05/2016 15:32,20164806024842-247,1,entrance2
06/05/2016 15:39,20165606125656-970,2P,ranger-stop1
06/05/2016 15:44,20165606125656-970,2P,gate2
06/05/2016 15:56,20160206030201-287,2P,ranger-stop6
06/05/2016 15:57,20160206030201-287,2P,gate5
06/05/2016 15:57,20165606125656-970,2P,general-gate7
06/05/2016 16:06,20160206030201-287,2P,gate4
06/05/2016 16:08,20160206030201-287,2P,ranger-stop5
06/05/2016 16:10,20165606125656-970,2P,gate6
06/05/2016 16:11,20165606125656-970,2P,ranger-stop6
06/05/2016 16:12,20165606125656-970,2P,gate5
06/05/2016 16:15,20161506041531-912,2P,ranger-base
06/05/2016 16:16,20165606125656-970,2P,general-gate5
06/05/2016 16:16,20161506041531-912,2P,gate8
06/05/2016 16:24,20165606125656-970,2P,gate3
06/05/2016 16:25,20161506041531-912,2P,general-gate5
06/05/2016 16:26,20165606125656-970,2P,ranger-stop3
06/05/2016 16:36,20161506041531-912,2P,general-gate2
06/05/2016 16:38,20161506041531-912,2P,ranger-stop0
06/05/2016 16:41,20161506041531-912,2P,ranger-stop2
06/05/2016 17:05,20160206030201-287,2P,ranger-stop5
06/05/2016 17:07,20160206030201-287,2P,gate4
06/05/2016 17:08,20161506041531-912,2P,ranger-stop2
06/05/2016 17:10,20161006051036-393,2,entrance3
06/05/2016 17:11,20161506041531-912,2P,ranger-stop0
06/05/2016 17:14,20161506041531-912,2P,general-gate2
06/05/2016 17:17,20161706051756-373,2,entrance3
06/05/2016 17:20,20160206030201-287,2P,general-gate3
06/05/2016 17:21,20160206030201-287,2P,camping8
06/05/2016 17:21,20162106052135-91,1,entrance0
06/05/2016 17:24,20162406052403-820,4,entrance4
06/05/2016 17:24,20161506041531-912,2P,general-gate5
06/05/2016 17:26,20165606125656-970,2P,ranger-stop3
06/05/2016 17:27,20162706052712-821,2,entrance4
06/05/2016 17:27,20160206030201-287,2P,gate3
06/05/2016 17:27,20165606125656-970,2P,gate3
06/05/2016 17:29,20160206030201-287,2P,ranger-stop3
06/05/2016 17:31,20161006051036-393,2,general-gate1
06/05/2016 17:31,20161706051756-373,2,general-gate7
06/05/2016 17:32,20161506041531-912,2P,gate4
06/05/2016 17:32,20165606125656-970,2P,camping8
06/05/2016 17:33,20165606125656-970,2P,general-gate3
06/05/2016 17:33,20161006051036-393,2,ranger-stop2
06/05/2016 17:34,20162106052135-91,1,general-gate4
06/05/2016 17:34,20161506041531-912,2P,ranger-stop5
06/05/2016 17:34,20162406052403-820,4,general-gate5
06/05/2016 17:36,20161006051036-393,2,ranger-stop0
06/05/2016 17:37,20162706052712-821,2,general-gate5
06/05/2016 17:40,20161006051036-393,2,general-gate2
06/05/2016 17:40,20161706051756-373,2,camping4
06/05/2016 17:40,20160206030201-287,2P,ranger-stop3
06/05/2016 17:41,20162106052135-91,1,general-gate7
06/05/2016 17:42,20160206030201-287,2P,gate3
06/05/2016 17:43,20165606125656-970,2P,gate4
06/05/2016 17:45,20165606125656-970,2P,ranger-stop5
06/05/2016 17:46,20162406052403-820,4,general-gate2
06/05/2016 17:49,20162706052712-821,2,general-gate2
06/05/2016 17:50,20162406052403-820,4,ranger-stop0
06/05/2016 17:51,20162106052135-91,1,camping5
06/05/2016 17:51,20161006051036-393,2,general-gate5
06/05/2016 17:52,20160206030201-287,2P,general-gate5
06/05/2016 17:53,20162706052712-821,2,ranger-stop0
06/05/2016 17:53,20162406052403-820,4,ranger-stop2
06/05/2016 17:55,20161006051036-393,2,general-gate6
06/05/2016 17:56,20162406052403-820,4,general-gate1
06/05/2016 17:56,20162706052712-821,2,ranger-stop2
06/05/2016 17:58,20161506041531-912,2P,ranger-stop5
06/05/2016 17:59,20162706052712-821,2,general-gate1
06/05/2016 17:59,20161506041531-912,2P,gate4
06/05/2016 18:03,20160206030201-287,2P,gate8
06/05/2016 18:03,20165606125656-970,2P,ranger-stop5
06/05/2016 18:04,20161006051036-393,2,camping7
06/05/2016 18:05,20165606125656-970,2P,gate4
06/05/2016 18:05,20160206030201-287,2P,ranger-base
06/05/2016 18:10,20161506041531-912,2P,gate8
06/05/2016 18:11,20162706052712-821,2,general-gate4
06/05/2016 18:12,20165606125656-970,2P,gate5
06/05/2016 18:12,20161506041531-912,2P,ranger-base
06/05/2016 18:13,20165606125656-970,2P,ranger-stop6
06/05/2016 18:17,20162406052403-820,4,entrance3
06/05/2016 18:18,20162706052712-821,2,general-gate7
06/05/2016 18:19,20161906061936-550,2,entrance1
06/05/2016 18:26,20162606062626-551,2,entrance2
06/05/2016 18:29,20162706052712-821,2,camping5
06/05/2016 18:33,20161906061936-550,2,general-gate7
06/05/2016 18:39,20165606125656-970,2P,ranger-stop6
06/05/2016 18:40,20165606125656-970,2P,gate6
06/05/2016 18:40,20161906061936-550,2,general-gate4
06/05/2016 18:46,20162606062626-551,2,general-gate2
06/05/2016 18:49,20162606062626-551,2,ranger-stop0
06/05/2016 18:52,20161906061936-550,2,general-gate1
06/05/2016 18:52,20162606062626-551,2,ranger-stop2
06/05/2016 18:54,20162606062626-551,2,general-gate1
06/05/2016 18:54,20161906061936-550,2,ranger-stop2
06/05/2016 18:55,20165606125656-970,2P,gate7
06/05/2016 18:56,20165606125656-970,2P,ranger-stop7
06/05/2016 18:58,20161906061936-550,2,ranger-stop0
06/05/2016 19:01,20161906061936-550,2,general-gate2
06/05/2016 19:03,20160306070336-208,1,entrance4
06/05/2016 19:05,20162606062626-551,2,general-gate4
06/05/2016 19:11,20162104032146-897,3,camping3
06/05/2016 19:12,20162606062626-551,2,general-gate7
06/05/2016 19:13,20161906061936-550,2,general-gate5
06/05/2016 19:21,20160306070336-208,1,entrance2
06/05/2016 19:23,20161906061936-550,2,entrance4
06/05/2016 19:25,20162606062626-551,2,entrance1
06/05/2016 19:26,20162104032146-897,3,general-gate7
06/05/2016 19:32,20163206073240-387,5,entrance2
06/05/2016 19:43,20162104032146-897,3,entrance3
06/05/2016 19:50,20165606125656-970,2P,ranger-stop7
06/05/2016 19:51,20165606125656-970,2P,gate7
06/05/2016 19:52,20163206073240-387,5,entrance4
06/05/2016 20:00,20165606125656-970,2P,general-gate4
06/05/2016 20:11,20165606125656-970,2P,general-gate1
06/05/2016 20:13,20165606125656-970,2P,ranger-stop2
06/05/2016 20:54,20165406085458-58,1,entrance2
06/05/2016 21:10,20165606125656-970,2P,ranger-stop2
06/05/2016 21:13,20165406085458-58,1,general-gate2
06/05/2016 21:13,20165606125656-970,2P,ranger-stop0
06/05/2016 21:16,20165406085458-58,1,ranger-stop0
06/05/2016 21:16,20165606125656-970,2P,general-gate2
06/05/2016 21:19,20165406085458-58,1,ranger-stop2
06/05/2016 21:21,20165406085458-58,1,general-gate1
06/05/2016 21:23,20162305022327-418,3,camping4
06/05/2016 21:27,20165606125656-970,2P,general-gate5
06/05/2016 21:32,20165406085458-58,1,general-gate4
06/05/2016 21:33,20162305022327-418,3,general-gate7
06/05/2016 21:36,20165606125656-970,2P,gate8
06/05/2016 21:38,20165606125656-970,2P,ranger-base
06/05/2016 21:38,20165406085458-58,1,general-gate7
06/05/2016 21:40,20162305022327-418,3,general-gate4
06/05/2016 21:47,20164706094710-896,4,entrance0
06/05/2016 21:48,20164706094710-896,4,general-gate1
06/05/2016 21:50,20165406085458-58,1,entrance1
06/05/2016 21:51,20164706094710-896,4,ranger-stop2
06/05/2016 21:51,20162305022327-418,3,general-gate1
06/05/2016 21:54,20162305022327-418,3,ranger-stop2
06/05/2016 21:54,20164706094710-896,4,ranger-stop0
06/05/2016 21:57,20162305022327-418,3,ranger-stop0
06/05/2016 21:58,20164706094710-896,4,general-gate2
06/05/2016 22:00,20162305022327-418,3,general-gate2
06/05/2016 22:12,20162305022327-418,3,general-gate5
06/05/2016 22:19,20164706094710-896,4,entrance2
06/05/2016 22:22,20162305022327-418,3,entrance4
06/05/2016 22:34,20163406103400-814,4,entrance3
06/05/2016 22:40,20164006104035-886,5,entrance0
06/05/2016 22:48,20163406103400-814,4,general-gate7
06/05/2016 22:54,20164006104035-886,5,general-gate4
06/05/2016 23:01,20164006104035-886,5,general-gate7
06/05/2016 23:01,20163406103400-814,4,entrance1
06/05/2016 23:15,20164006104035-886,5,entrance1
06/05/2016 23:41,20164106114111-973,6,entrance4
06/05/2016 23:50,20164106114111-973,6,general-gate5
07/05/2016 00:00,20164106114111-973,6,general-gate2
07/05/2016 00:03,20164106114111-973,6,ranger-stop0
07/05/2016 00:06,20164106114111-973,6,ranger-stop2
07/05/2016 00:06,20160607120648-794,5,entrance3
07/05/2016 00:09,20164106114111-973,6,general-gate1
07/05/2016 00:19,20164106114111-973,6,general-gate4
07/05/2016 00:23,20160607120648-794,5,general-gate7
07/05/2016 00:25,20162507122541-536,3,entrance0
07/05/2016 00:25,20164106114111-973,6,general-gate7
07/05/2016 00:37,20164106114111-973,6,entrance1
07/05/2016 00:38,20160607120648-794,5,entrance1
07/05/2016 00:45,20162507122541-536,3,entrance3
07/05/2016 02:05,20160507020539-379,5,entrance4
07/05/2016 02:15,20160507020539-379,5,general-gate5
07/05/2016 02:27,20160507020539-379,5,general-gate2
07/05/2016 02:30,20160507020539-379,5,ranger-stop0
07/05/2016 02:33,20160507020539-379,5,ranger-stop2
07/05/2016 02:36,20160507020539-379,5,general-gate1
07/05/2016 02:38,20160507020539-379,5,entrance0
07/05/2016 03:32,20163207033204-552,6,entrance4
07/05/2016 03:42,20163207033204-552,6,general-gate5
07/05/2016 03:53,20163207033204-552,6,general-gate2
07/05/2016 03:56,20163207033204-552,6,ranger-stop0
07/05/2016 03:59,20165907035900-140,4,entrance4
07/05/2016 03:59,20163207033204-552,6,ranger-stop2
07/05/2016 04:02,20163207033204-552,6,general-gate1
07/05/2016 04:08,20165907035900-140,4,general-gate5
07/05/2016 04:19,20165907035900-140,4,general-gate2
07/05/2016 04:22,20165907035900-140,4,ranger-stop0
07/05/2016 04:23,20163207033204-552,6,entrance3
07/05/2016 04:24,20165907035900-140,4,ranger-stop2
07/05/2016 04:27,20165907035900-140,4,general-gate1
07/05/2016 04:28,20165907035900-140,4,entrance0
07/05/2016 04:35,20163507043501-105,3,entrance2
07/05/2016 04:56,20163507043501-105,3,entrance4
07/05/2016 05:40,20164007054019-952,2,entrance0
07/05/2016 05:42,20164007054019-952,2,general-gate1
07/05/2016 05:45,20164007054019-952,2,ranger-stop2
07/05/2016 05:48,20164007054019-952,2,ranger-stop0
07/05/2016 05:52,20164007054019-952,2,general-gate2
07/05/2016 06:14,20164007054019-952,2,entrance2
07/05/2016 06:57,20164006104039-266,3,camping5
07/05/2016 07:07,20164006104039-266,3,general-gate7
07/05/2016 07:21,20164006104039-266,3,entrance3
07/05/2016 07:32,20163207073234-8,2,entrance0
07/05/2016 07:41,20164107074131-527,1,entrance3
07/05/2016 07:45,20163207073234-8,2,general-gate4
07/05/2016 07:52,20163207073234-8,2,general-gate7
07/05/2016 07:56,20164107074131-527,1,general-gate7
07/05/2016 08:09,20161805081816-21,1,camping7
07/05/2016 08:11,20164107074131-527,1,camping3
07/05/2016 08:11,20164107074131-527,1,camping3
07/05/2016 08:11,20163207073234-8,2,camping0
07/05/2016 08:15,20161507081502-674,2,entrance3
07/05/2016 08:16,20161805081816-21,1,general-gate6
07/05/2016 08:19,20161907081910-516,1,entrance1
07/05/2016 08:20,20161805081816-21,1,general-gate5
07/05/2016 08:25,20164107074131-527,1,general-gate7
07/05/2016 08:28,20162806092859-620,2,camping8
07/05/2016 08:30,20161805081816-21,1,general-gate2
07/05/2016 08:32,20161507081502-674,2,general-gate7
07/05/2016 08:32,20161907081910-516,1,general-gate7
07/05/2016 08:32,20164107074131-527,1,general-gate4
07/05/2016 08:33,20161805081816-21,1,ranger-stop0
07/05/2016 08:36,20161805081816-21,1,ranger-stop2
07/05/2016 08:38,20161805081816-21,1,general-gate1
07/05/2016 08:39,20161907081910-516,1,general-gate4
07/05/2016 08:43,20161507081502-674,2,camping4
07/05/2016 08:46,20164107074131-527,1,entrance0
07/05/2016 08:46,20162806092859-620,2,general-gate2
07/05/2016 08:49,20162806092859-620,2,ranger-stop0
07/05/2016 08:50,20161907081910-516,1,general-gate1
07/05/2016 08:52,20162806092859-620,2,ranger-stop2
07/05/2016 08:53,20161907081910-516,1,ranger-stop2
07/05/2016 08:54,20162806092859-620,2,general-gate1
07/05/2016 08:56,20161907081910-516,1,ranger-stop0
07/05/2016 08:57,20161805081816-21,1,entrance3
07/05/2016 08:59,20161907081910-516,1,general-gate2
07/05/2016 09:11,20161907081910-516,1,general-gate5
07/05/2016 09:13,20162806092859-620,2,entrance3
07/05/2016 09:15,20161907081910-516,1,general-gate6
07/05/2016 09:24,20161907081910-516,1,camping7
07/05/2016 09:49,20164907094902-257,1,entrance1
07/05/2016 09:54,20165407095430-165,1,entrance4
07/05/2016 10:01,20164907094902-257,1,general-gate7
07/05/2016 10:05,20165407095430-165,1,general-gate5
07/05/2016 10:08,20164907094902-257,1,general-gate4
07/05/2016 10:17,20165407095430-165,1,general-gate2
07/05/2016 10:19,20164907094902-257,1,general-gate1
07/05/2016 10:21,20162107102106-165,2,entrance2
07/05/2016 10:21,20165407095430-165,1,ranger-stop0
07/05/2016 10:22,20164907094902-257,1,ranger-stop2
07/05/2016 10:24,20165407095430-165,1,ranger-stop2
07/05/2016 10:25,20164907094902-257,1,ranger-stop0
07/05/2016 10:27,20165407095430-165,1,general-gate1
07/05/2016 10:28,20164907094902-257,1,general-gate2
07/05/2016 10:29,20165706065721-811,1,camping2
07/05/2016 10:38,20162107102106-165,2,entrance4
07/05/2016 10:39,20165407095430-165,1,general-gate4
07/05/2016 10:46,20164607104629-486,1,entrance2
07/05/2016 10:46,20165407095430-165,1,general-gate7
07/05/2016 10:48,20164907094902-257,1,camping8
07/05/2016 10:48,20164907094902-257,1,camping8
07/05/2016 10:48,20165706065721-811,1,general-gate7
07/05/2016 10:52,20165207105238-611,2P,ranger-base
07/05/2016 10:54,20165207105238-611,2P,gate8
07/05/2016 10:56,20165706065721-811,1,general-gate4
07/05/2016 10:57,20165407095430-165,1,camping4
07/05/2016 11:04,20165207105238-611,2P,general-gate5
07/05/2016 11:05,20164607104629-486,1,camping6
07/05/2016 11:07,20164907094902-257,1,general-gate2
07/05/2016 11:08,20165706065721-811,1,general-gate1
07/05/2016 11:10,20164907094902-257,1,ranger-stop0
07/05/2016 11:11,20165706065721-811,1,ranger-stop2
07/05/2016 11:12,20165207105238-611,2P,gate3
07/05/2016 11:12,20161207111240-520,1,entrance0
07/05/2016 11:13,20164907094902-257,1,ranger-stop2
07/05/2016 11:14,20161207111240-520,1,general-gate1
07/05/2016 11:14,20165207105238-611,2P,ranger-stop3
07/05/2016 11:14,20165706065721-811,1,ranger-stop0
07/05/2016 11:16,20164907094902-257,1,general-gate1
07/05/2016 11:16,20161207111240-520,1,ranger-stop2
07/05/2016 11:18,20165706065721-811,1,general-gate2
07/05/2016 11:19,20161207111240-520,1,ranger-stop0
07/05/2016 11:22,20161207111240-520,1,general-gate2
07/05/2016 11:30,20165706065721-811,1,general-gate5
07/05/2016 11:36,20164907094902-257,1,entrance3
07/05/2016 11:41,20165706065721-811,1,entrance4
07/05/2016 11:42,20161207111240-520,1,entrance2
07/05/2016 11:59,20165207105238-611,2P,ranger-stop3
07/05/2016 12:01,20165207105238-611,2P,gate3
07/05/2016 12:09,20165207105238-611,2P,general-gate5
07/05/2016 12:14,20165207105238-611,2P,gate5
07/05/2016 12:15,20165207105238-611,2P,ranger-stop6
07/05/2016 12:16,20165207105238-611,2P,gate6
07/05/2016 12:23,20162307122336-592,1,entrance0
07/05/2016 12:33,20165207105238-611,2P,gate7
07/05/2016 12:34,20165207105238-611,2P,ranger-stop7
07/05/2016 12:36,20162307122336-592,1,general-gate4
07/05/2016 12:40,20164007124054-94,5,entrance0
07/05/2016 12:41,20165207105238-611,2P,ranger-stop7
07/05/2016 12:42,20164007124054-94,5,general-gate1
07/05/2016 12:42,20165207105238-611,2P,gate7
07/05/2016 12:43,20162307122336-592,1,general-gate7
07/05/2016 12:44,20164007124054-94,5,ranger-stop2
07/05/2016 12:47,20164007124054-94,5,ranger-stop0
07/05/2016 12:50,20164007124054-94,5,general-gate2
07/05/2016 12:56,20162307122336-592,1,entrance1
07/05/2016 12:59,20165207105238-611,2P,gate6
07/05/2016 12:59,20165907125955-871,2,entrance0
07/05/2016 13:00,20165207105238-611,2P,ranger-stop6
07/05/2016 13:01,20165207105238-611,2P,gate5
07/05/2016 13:06,20165207105238-611,2P,gate8
07/05/2016 13:07,20165207105238-611,2P,ranger-base
07/05/2016 13:08,20164007124054-94,5,entrance2
07/05/2016 13:12,20165907125955-871,2,general-gate4
07/05/2016 13:19,20165907125955-871,2,general-gate7
07/05/2016 13:29,20165907125955-871,2,camping5
07/05/2016 13:33,20163307013313-179,3,entrance1
07/05/2016 13:42,20164207014227-413,3,entrance4
07/05/2016 13:44,20163307013313-179,3,general-gate7
07/05/2016 13:51,20163307013313-179,3,general-gate4
07/05/2016 13:52,20164207014227-413,3,general-gate5
07/05/2016 14:00,20163307013313-179,3,general-gate1
07/05/2016 14:03,20163307013313-179,3,ranger-stop2
07/05/2016 14:04,20164207014227-413,3,general-gate2
07/05/2016 14:06,20163307013313-179,3,ranger-stop0
07/05/2016 14:08,20164207014227-413,3,ranger-stop0
07/05/2016 14:08,20163307013313-179,3,general-gate2
07/05/2016 14:11,20164207014227-413,3,ranger-stop2
07/05/2016 14:14,20164207014227-413,3,general-gate1
07/05/2016 14:26,20163307013313-179,3,entrance2
07/05/2016 14:35,20164207014227-413,3,entrance3
07/05/2016 14:58,20165807025851-835,3,entrance3
07/05/2016 15:12,20165807025851-835,3,general-gate7
07/05/2016 15:12,20161207031252-328,2,entrance2
07/05/2016 15:28,20162807032803-741,2,entrance2
07/05/2016 15:29,20165807025851-835,3,camping2
07/05/2016 15:35,20161207031252-328,2,camping6
07/05/2016 15:37,20163707033759-413,1,entrance2
07/05/2016 15:38,20163807033807-191,2P,ranger-base
07/05/2016 15:39,20163807033807-191,2P,gate8
07/05/2016 15:49,20165305015329-885,1,camping0
07/05/2016 15:50,20162807032803-741,2,camping6
07/05/2016 15:50,20163807033807-191,2P,general-gate5
07/05/2016 15:56,20163707033759-413,1,general-gate2
07/05/2016 15:59,20163707033759-413,1,ranger-stop0
07/05/2016 15:59,20165907035921-157,1,entrance3
07/05/2016 15:59,20163807033807-191,2P,gate3
07/05/2016 16:01,20163707033759-413,1,ranger-stop2
07/05/2016 16:02,20163807033807-191,2P,ranger-stop3
07/05/2016 16:04,20163707033759-413,1,general-gate1
07/05/2016 16:07,20165305015329-885,1,general-gate7
07/05/2016 16:14,20163707033759-413,1,general-gate4
07/05/2016 16:15,20161507041504-895,3,entrance4
07/05/2016 16:15,20165907035921-157,1,general-gate7
07/05/2016 16:20,20163707033759-413,1,general-gate7
07/05/2016 16:22,20165305015329-885,1,entrance3
07/05/2016 16:23,20163807033807-191,2P,ranger-stop3
07/05/2016 16:24,20161507041504-895,3,general-gate5
07/05/2016 16:25,20163807033807-191,2P,gate3
07/05/2016 16:30,20165907035921-157,1,camping3
